,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport
10,Holly Thompson,United States,2023-09-07,1,"I don’t understand how Iberia stays in business! We paid for a business class ticket and was told by the agent that we didn’t have business class. She was very rude. We then showed her the receipt. She sent us over to customer service who pointed us out in line and said, ”Economy is over there. This is for business class.” We told her that we are aware that this was business class. Once we got up to the front of the line, she told us that business class was full and she could not refund us. This was unbelievable. They gave us economy seats! We are still trying to get our money back. I cannot believe this!",,Family Leisure,Economy Class,Madrid to Washington,September 2023,1.0,3.0,2.0,2.0,1.0,1.0,1,no,True,Madrid,Washington,
11,R Palmer,Mexico,2023-08-04,1,"I received the worst possible treatment from a flight attendant. On that flight I paid additionally for seats near my husband and son. When boarding the plane I found my seat occupied by a person. The flight attendant gave it to him and he didn't want to change it. She told me to sit somewhere else and I explained that I had paid for them and that it was important to be close to my children for personal reasons. Still, she insisted that the man was taking my place to be close to some teenagers (note that there was a space available between the teens and in the middle section Right next to it, so I don't understand the need to take my place when there are more spaces available and appropriate for the care of people in their late teens). I did not accept giving up my place and the flight attendant cursed me saying that I am inflexible and that life was going to give it back to me and that she hoped everyone is inflexible with me (in front of all the passengers) which was insuring and made my daughter cry and made us have a very difficult, awkward and unpleasant trip. I filed a complaint of which there was only an acknowledgment of receipt by the airline and they never communicated anything to me again, closing the file without any notification or report. The plane has very small spaces, it is uncomfortable and the dining table cannot be extended or placed. It was very Unfortunate what happened. Why is the point of this airline selling seats when their flight attendants take them away and curse and insult the client in front of the rest of passengers when the experience they supposedly sell is nice? Why charge extra money?",A380,Family Leisure,Economy Class,Mexico to Roma via Madrid,July 2023,1.0,1.0,1.0,3.0,4.0,1.0,1,no,True,Mexico,Roma,Madrid
12,Vicente Russo,United States,2023-08-01,1,"I booked an economy ticket LAX-Madrid and paid for exit row seats on both flights. At the airport, I was informed that my paid seats were taken, even though I had a confirmed seats email from Iberia. On the outbound flight, they put us on the plane's last row (from my booked and paid row 23). After we sat, other passengers came claiming the same seats and we had to be separated and moved to middle seats. On the returning flight, I confirmed the seats over the phone the day before the flight and still, they separated us and assigned us in middle seats. During check-in, the agent lied saying that they had changed the aircraft (not true) and that I had allocated seats but not confirmed seats - when I showed her the email from Iberia showing confirmed seats, she became hostile. During the 12 hours flight, the entertainment service and Wi-Fi crashed. I applied for a refund for the almost $400 I paid for the exit row seats and Iberia refused to refund me. The whole situation is so absurd that it is almost unbelievable that an airline can be this callous. Customer service was unhelpful and condescending. From customer service (or complete lack of) check-in and onboard crew - everything is just terrible and extremely unprofessional on Iberia. If you have plans to travel on this airline, for the sake of your vacation, find another airline and you can thank me later.",A350-900,Couple Leisure,Economy Class,Los Angeles to Madrid,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,Los Angeles,Madrid,
13,Roi Chobadi,United States,2023-07-29,1,"My wife and I flew with Iberia to Barcelona with our 2 toddlers and a high end sturdy 3-parts stroller (Uppababy) which have flown 50+ times with us (we fly a lot, with the kids). Our Stroller was not broken once in any of these flights. We have delivered the 3 pieces of the stroller to the Iberia team, each well-folded as we always do. We received a unusable broken stroller, broken in 5 separate locations over each of the 3 pieces. We complained and after having our time wasted in the airport, without any alternative solution offered (it’s not their problem our week long trip to Barcelona is ruined, where we have 2 toddlers and no stroller), were asked to also file a complain digitally. That led to an endless game where Iberia refused to pay for the damage. They made up a “broken beyond repair” certificate which “every store has” and “if only we got it we will be paid back”. We have gone to several stores, both dedicated kids/stroller stores and large chains who sell strollers like Walmart and Target. No one has heard of that certificate. When explained to Iberia they insisted it exists and will only pay if we get it. When we asked for “just one example of one store that has these certificate in Texas” they refused to provide one example, and repeated the mantra. This is beyond poor customer services. ",,Family Leisure,Economy Class,New York to Barcelona,February 2023,3.0,3.0,3.0,3.0,1.0,2.0,1,no,False,New York,Barcelona,
14,D Raines,United States,2023-07-26,2,"The de boarding experience for this flight was unforgivable. Everything leading to that point was as expected: nether good or bad, just the usual international flight and average entertainment. However, the flight was on time, even a little early and I was convinced that I’ll catch my next flight which was scheduled for 2 hours later.  The ground crew could not attach the gate to the door and it kept passengers on the plane for over an hour, enough to cause many passengers, including me to miss their next flights. The stunning part was the passive attitude of the flight crew which did nothing to communicate the situation, and when they finally did it was only in Spanish. No offer for support whatsoever, and a wait and see attitude. The usual follow up after the flight with an email to request feedback also missing. An incredible demonstration of incompetence from the flight and ground crews, which could not de board passengers for over an hour.",,Solo Leisure,Economy Class,Madrid to Chicago,July 2023,3.0,4.0,4.0,3.0,1.0,2.0,2,no,True,Madrid,Chicago,
15,T Worrall,Hong Kong,2023-07-21,1,"In three days they lost three bags and wasted days of our trip. They lost my wife’s bag on the way to San Sebastián and both her and my bag on the way to Rome. The staff could not care less and in Rome the queue for missing bags was about 70m long. All correspondence was in Spanish which I don’t know and my names suggest that! Onboard rubbish service. The crew rush you to buy expensive food and drinks before rushing to the back of the place to enjoy 3 course meals themselves. This airline is seriously mucked up. Crew first, passengers perhaps later. My advice, take the bus. Truly awful. Never, ever again. And as I write my bags are missing and I’ve had to buy clothes and toiletries. Iberia you are special...I add a photo of the queue for lost baggage in the early stages. A great way to enjoy a trip. Never again.",,Couple Leisure,Economy Class,San Sebastián to Rome,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,San Sebastián,Rome,
16,P Halera,United States,2023-07-12,1,"We booked a flight from Madrid to Los Angeles with American Airlines, from MAD to London Heathrow with IB, and from there a flight to LAX with AA. We only had 90 minutes to catch the connecting flight, so when our IB flight was delayed for over 2 hours, we knew that we weren't going to make our connecting flight. I spoke with an IB employee while we were still in Madrid, and asked them if we should still fly to LHR since we're missing the connecting flight (or at the very least, start making accommodations for an alternate connecting flight). The IB employee said that there's nothing they can do at MAD, so we should take the flight to LHR and that they would figure it out once we arrive to London. We arrive at London 3 hours late (2 hrs from the delay at MAD, and another hour at the gate at LHR because the door was jammed and they couldn't get it open). Once we finally got out, there were no IB employees at LHR (they leave at 8pm), so we went to AA's customer service. Well, AA can't help us because it's IB who was delayed. Only problem is that all IB employees are gone for the night (they won't return until 6am), and their 24-hour customer service is trash. The IB customer service reps that I spoke with said that since I bought the tickets from AA, that it's AA and not IB who have to book me a new flight home. After 4 different phone calls totalling 90+ minutes on the phone, IB was able to book us a flight to Paris, and from Paris take a 13-hour flight to LAX.  Also, not once did they mention that we can get a hotel for the night and that they would have to reimburse us. However, we know our rights as airline passengers, and when I mentioned this, the IB reps were vague as to how I can get reimbursed, or what my allowance was. ",,Couple Leisure,Economy Class,Madrid to London,July 2023,3.0,1.0,1.0,3.0,1.0,2.0,1,no,True,Madrid,London,
17,G Fargiz,United States,2023-07-09,3,"Flight was on time, the service was OK, not the best. Food was below average. Checking in online was frustrating. My return flight was operated by level, but it was not very clear. We had food available on our flight to Madrid. However, on the way back on Level, we had no meal and only water, no other drinks. There was food and drink, available for purchase, but expensive. The the check in process at the airport for Level was terrible.  I was upset that the return leg was on this budget airline. ",,Family Leisure,Economy Class,Los Angeles to Madrid,June 2023,3.0,3.0,1.0,3.0,2.0,,2,no,True,Los Angeles,Madrid,
18,Miguel Perez,Mexico,2023-07-07,1,"Without a doubt, this has been the worst flight experience I have ever had. On April 5th, my wife and I traveled from Mexico City to Madrid (Flight IB 6402). Upon arriving at Barajas Airport, we proceeded to the baggage claim area, and after waiting for approximately an hour and a half, we went to the Iberia counter to file a complaint. The airline provided us with a receipt that had no logo or much information that could identify them. It should be noted that none of the passengers on this flight received their luggage, so the airline should easily identify what happened. The luggage was finally delivered on the eve of our departure to Rome, which means that we spent our entire stay in Madrid without our luggage. Upon my return to Mexico City, I initiated the process of filing a complaint regarding the inconveniences caused by this airline, and initially, Iberia showed a willingness to provide a refund. They requested my bank account information and copies of the expenses incurred. However, after I sent them all the required information, they stopped responding to my emails, and my calls went unanswered. ",,Couple Leisure,Economy Class,Mexico City to Madrid,May 2023,1.0,2.0,2.0,,2.0,,1,no,True,Mexico City,Madrid,
19,B Kemp,United States,2023-06-20,1,"My wife and I had spent 8 months planning a trip for our family of five. We had flight confirmation for all of us with American Airlines and were flying out of Boston to Barcelona with Iberia which was part of the booking. When we arrived in Boston for our flights to Barcelona, we were told by the Iberia agent that four of our family members had boarding passes but one of our daughters did not have a confirmed pass. I showed the agent the emails I had received stating that all members of our family had been confirmed for the flight with American Airlines (through Iberia). We had flown to Boston from Indianapolis so I was able to show the Iberia agent our luggage tags for all five of our family members showing that we had confirmed flights for everyone from Indy to Barcelona with a layover in Boston. The agent searched and again said that she didn't have any record of our daughter being confirmed for the flight to Barcelona and was told that we needed to go to the American Airlines counter to discuss. We had already spent about 45 minutes with the Iberia agent at this point. The check-in counter for American was 1 mile from the Iberia counter and there were no shuttles available at that time to take us to the other terminal. All five family members ran from Iberia to AA (15 minutes) only to find out that there were no agents at the AA counter. It was now about 1.5 hours before our flight was to leave. So we ran back to the Iberia counter and told them there was nobody at the AA counter. I asked them to look again to see why they weren't seeing my daughter's boarding pass and how would it be possible for us to have all of our luggage for all five passengers from Indy to Barcelona approved on the initial check-in if we all did not have boarding passes. I asked if they could check to see if there was room on the flight to add my daughter because at that point I was desperate to get her on the flight and was willing to pay the money to make that happen. The agent said that ""Yes, there is room on the flight"" but that we need to book the flight with American. At this point, we had spent an additional 30 minutes arguing with them and it was getting close to the time that they were shutting the doors for the flight. Another Iberia agent was calling American for us and we were told that there was now someone waiting for us at American Airlines counter at the other terminal. We ran back again to the American Airlines counter and talked with an agent who, within three minutes, pulled up the information showing - Here is my flight information with all five family members showing each was ""ticketed"" and confirmed for all of the flights. ",,Family Leisure,Economy Class,Indianapolis to Barcelona,June 2023,1.0,1.0,,,1.0,,1,no,True,Indianapolis,Barcelona,
20,S Lewis,United States,2023-06-19,1,"Denied Boarding at Check-in counter. Reason given, the return flight was beyond 90-day stay limit. It didn't matter that I had a flexible schedule and was planning on booking a return flight when my plans were finalized during the trip. This has been my practice over the past 7 years. In this instance, a trainee informed me I couldn't board. When I asked the supervisor why Iberia sold me a ticket she would not honor, she repeated herself several times citing the 90-day rule and exasperated that I questioned her authority, took our boarding passes and with a flourish, hands high over her head, tore them to pieces proclaiming loudly that ""You are not flying today!"" When I asked to talk to her supervisor, she climbed on the baggage scale, so she could look down on me and with arms held high, triumphantly shouted, ""I AM THE BOSS!"" My wife was traveling with me but had a different return date within the 90-day window. I got out my phone to document the incident with a video recording. That spooked her and she went back to her seat and said she didn't remember her name, etc.. Filing complaints with Iberia, Massport, FAA, Congress.",,Couple Leisure,Economy Class,Boston to Alicante via Madrid,June 2023,1.0,1.0,,,1.0,,1,no,True,Boston,Alicante,Madrid
21,D Hanes,United States,2023-06-16,1,"Issues started with online check-in. The website had an error and I was unable to check in. I show up at the counter and they tell me I’m on standby, because they overbooked the flight by 20 people, and apparently seats are first come first serve even for a confirmed ticket. Agents tried to rebook, but the next available flight was 2 days away, which was after the event that I was traveling for. To top it off, I have to call for a refund, they won’t automatically refund unless you request it. ",,Solo Leisure,Economy Class,San Francisco to Amsterdam via Barcelona,June 2023,,,,,2.0,,1,no,True,San Francisco,Amsterdam,Barcelona
22,S Laursen,Denmark,2023-06-09,1,"One of the worst experiences I've had with an airline. The flight was overbooked by 20-30 people but Iberia choose not to fill up business class, and people were bumped involuntarily. Customer service was at the other end of the airport, and no extra staff was called. Waited in line for 1.5-2 hours, ensuring that nobody could make alternative flights. CS agent was extremely dismissive and couldn't be bothered to explain anything, including that some of us couldn't get EU compensation in the airport. Stood in line for about 5.5 hours, waiting for luggage, vouchers that didn't work, shuttle that didn't come, call center who hung up on me etc. The hotel Iberia took us to was 2 stars, in the middle of nowhere. Exciting to see how long it'll take to get compensation. I'll never fly Iberia again.",,Family Leisure,Economy Class,Madrid to Copenhagen,June 2023,2.0,3.0,,,1.0,,1,no,True,Madrid,Copenhagen,
23,M Dali,Argentina,2023-05-24,1,"Flight from Santiago to Madrid delayed by two days, connection flight from Madrid to Toulouse lost, had to spend two days looking for urgent accommodation to stay until next flight. What a loss of money and time.",A330-200,Solo Leisure,Economy Class,Santiago to Madrid,May 2023,,,,,1.0,,1,no,False,Santiago,Madrid,
24,H Cooper,United States,2023-05-15,1,"From start to finish, I have had a terrible experience with Iberia. Last month, when making a booking I was unable to use Iberia's website because it was not working and made a reservation with an agent over the phone. The agent assured me that everything was confirmed and that I was good to go. I asked him at least 3 times before ending the call if there was anything else that I needed and he assured me that the email I had received with my booking number was sufficient. Fast forward to the day before my flight (today). I went to check-in and I was unable to do so online. I thought this was strange so called the airline directly and was told that my credit card information must not have gone through. I am currently still on the phone with a second customer service agent (the first one hung up on me and refused to listen or support me). This has now been going on for over 12 hours and I have been hung up on, I have been told to call different numbers; all 8 agents I’ve spoken with have been incompetent. I even went to the airport in person and they don’t open until 4pm when the primary Spain office is closed. There is absolutely no customer service here, potentially not even real people. Do yourself a favor and pay a little extra to fly with a competent airline that knows how to properly book flights for their customers and provide correct information.",,Solo Leisure,Economy Class,Bogota to Madrid,May 2023,1.0,,,,1.0,,1,no,True,Bogota,Madrid,
25,Nuno Luz,Portugal,2023-05-13,10,"The flight was 33 minutes late but arrived only 5 minutes late that was a good surprise for such a late flight. The boarding was speedy, the crew was very nice and the plane was new so in all a very good value for money.",A320,Business,Economy Class,Madrid to Lisbon,May 2023,5.0,5.0,,,5.0,,5,yes,True,Madrid,Lisbon,
26,Paul Zuccarelli,Portugal,2023-05-10,8,"Overall a satisfying flight. Departed late but recovered for on time arrival. All ground services efficient, crew was nice and professional. The aircraft interior is modern and clean. No Inflight Entertainment, but for a short flight it makes no difference.",A320,Business,Economy Class,Lisbon to Madrid,April 2023,4.0,4.0,3.0,,4.0,,4,yes,True,Lisbon,Madrid,
27,Martin Hong,United States,2023-05-06,1,"I had booked flights under different companies, the one that traveled from Erie to Boston was American Airlines, and the one that travels from Boston to Venice was under Iberia. The airline that arrived in Boston was a bit delayed so I rushed over to check in for the trip.  The attendants at the podium for boarding asked for completely useless information while withholding boarding passes. They asked for the return trip of when I return to the United States and the names under the booking which I provided fully. I attempted to show the record locator multiple times to which I was shut down and ignored. Eventually after 30 minutes of bickering, after I provided all information required of me and explained how I had multiple layovers, they told me that the flight was completely booked and that the seats were full. I had purchased the ticket in February for a seat, there was absolutely no way that the flight was full. I was denied boarding passes and ultimately entry to the flight. ",,Family Leisure,Economy Class,Boston to Venice via Barcelona / Madrid,May 2023,,,,,1.0,,1,no,True,Boston,Venice,Barcelona / Madrid
28,B Andrews,United States,2023-05-04,3,"I booked a business class ticket with Iberia for a holiday trip to my home country. At first, I was overjoyed to find such a good deal. However, my joy quickly turned to frustration when I discovered that I had been double charged for the same flight. I contacted Iberia, and they claimed it was a mistake from their end. Despite this, fixing the issue proved to be a daunting task. Every time I called them, I received different responses, and the problem persisted. Eventually, I contacted my bank to dispute the transaction, and only then did Iberia respond. They canceled both of my tickets, even though the mistake was theirs. They claimed both charges were legitimate, despite providing proof that the tickets were suspended. After making numerous phone calls to Iberia, I was told that the flight might be canceled. However, if I did not ask, I would not have received a refund. I was also informed that the two tickets were valid and non-refundable, which was not the case. It is unacceptable for a large airline like Iberia to charge a customer for two non-existent tickets. To make matters worse, I am still waiting for a resolution to my problem. It has been a never-ending cycle of claims, phone calls, and false promises. I was originally supposed to receive an email about my claim, but after a week and four phone calls, I was informed that Iberia does not send emails about claims. ",,Couple Leisure,Business Class,Minneapolis to Madrid,February 2023,2.0,2.0,,,1.0,,1,no,True,Minneapolis,Madrid,
29,Desislava Deneva,United Kingdom,2023-04-30,3,"The state of the aircraft being dirty is unacceptable and reflects poorly on maintenance and hygiene standards. The cramped seats made it uncomfortable to move or eat without squeezing yourself, which is not ideal for a long-haul flight. The quality of the food served to me on the flight was disappointing, with the breakfast roll being inedible, and a lack of choice of juices was also inconvenient. The fact that only red wine and beer were available as beverages is surprising, and not having any other options is a major letdown.",A330-200,Solo Leisure,Economy Class,Havana to London via Madrid,April 2023,1.0,3.0,1.0,3.0,3.0,,1,no,True,Havana,London,Madrid
30,Lucas Martin,United States,2023-04-27,5,"Flight was fine. Made good time. Annoying captain interruptions. Every 30 mins unnecessarily. Fasten seatbelts for first 2-3 hrs, again very little turbulence for 20 mins after take-off. That would give it 4 stars out of 5. But I paid for extra leg room. And my seat wasn't saved. I had a normal seat. My return trip had the correct seat, this happened to another women beside me as well. Even though I had already paid 200 approximately for the leg room. They try to sell it to you again once you have your boarding pass the night before. I'm sure they'd gladly take your money 3-5xs and not give you the services. They don't care about you. When you call they agree they messed up and they tell you to fill out a complaint form. Why so it can sit there in cyber space. I'm sure they'd get right on getting your money back to you. Yeah right. I told the lady on the phone to get lost. My credit card will get it back for me. I'd recommend not purchasing anything extra. You probably won't get it.",,Solo Leisure,Economy Class,Boston to Madrid,April 2023,4.0,4.0,4.0,5.0,5.0,3.0,3,no,False,Boston,Madrid,
31,Daryl Ward,Germany,2023-04-25,2,This has to be the most uncomfortable travel experience. No free catering and a seat pitch that resulted in me being unable to sit without hitting the seat in front. Not possible to pick a seat without payment. ,A319,Business,Economy Class,Madrid to Munich,April 2023,1.0,2.0,,,3.0,,2,no,True,Madrid,Munich,
32,Craig Maurer,United States,2023-04-11,5,"Extremely disappointed with Iberia’s customer service. Our flight from Valencia to Malaga was cancelled after we had already boarded, I’m assuming for mechanical issues. We were making a connection in Malaga to go on to Casablanca. They offered limited options to us, none of which would have happened until the next day! They finally agreed to put us in a taxi for 3.5 hours to Madrid, arriving about 4:30 am, and then departing about 11:30 am. We asked for a place to rest for a few hours. The customer service personnel instead thought they were being generous by giving us vouchers to use for breakfast “at any of the food places in the airport” which proved to be untrue as most places wouldn’t accept them. I understand the mechanical problem was not their fault but they could have accommodated us with access to the VIP lounge at no cost to them. ",,Couple Leisure,Economy Class,Valencia to Casablanca via Malaga,April 2023,3.0,4.0,,,4.0,,4,no,True,Valencia,Casablanca,Malaga
33,F Filipovic,United States,2023-04-06,3,"Iberia is somewhere between average and budget airline. Seats were comfortable in economy. Entertainment was great with movies and games. There was plenty of overhead space for carry on luggage. I saw the crew come through the cabin twice, once for each meal. The airline cancelled seat assignments at some point, but did not refund my $120. I requested kid meals at check in but they did not provide them. ",,Family Leisure,Economy Class,Madrid to Chicago,April 2023,5.0,2.0,2.0,5.0,2.0,1.0,3,no,False,Madrid,Chicago,
34,G Palavini,Italy,2023-03-26,2,I experienced 45 mins delay with no communication given to passengers before boarding. No water was offered while passengers were waiting onboard for the airplane to get clearance to take off. Trolleys are regularly boarded as luggage due to lack of space - creating additional delays. I will try to avoid it in the future.,A321,Solo Leisure,Economy Class,Madrid to Milan,March 2023,3.0,2.0,,,1.0,,1,no,True,Madrid,Milan,
35,Michel Perrin,France,2023-03-25,9,"Everything went smooth on first leg. Check-in in RIO, lounge in RIO (American Airlines), boarding, cleanliness of aircraft, large choice of movies, very friendly crew. As usual Iberia only offers Spanish wines, no Champagne (only CAVA), but it is a detail. Lounge in MAD was excellent, with fabulous showers. Short flight to MRS was 40 mn delayed due to traffic. Nice food on board again. Iberia Business Class is improving year after year, being better than BA and matching with LH one; however AF/KL are a level above (prices also).",A332/CRJ1000,Solo Leisure,Business Class,Rio de Janeiro to Marseille via Madrid,March 2023,4.0,5.0,3.0,4.0,4.0,3.0,5,yes,True,Rio de Janeiro,Marseille,Madrid
36,Morgan Sanzone,United States,2023-03-11,1,My flight from Geneva to Madrid got delayed and only left me 55 minutes to make my connection in Madrid to Miami. I called customer support the day before to have them change my flight to make it back to Miami on Saturday night because I had to work on Sunday. They refused to change my flight because the minimum connection time was 55 minutes. I asked her to make an exception and she said she was texting her supervisor and he said no. She then hung up on me. My flight from Geneva to Madrid got delayed 25 minutes leaving me only 30 minutes for the connection. I called support again and asked them to put me on another flight as I have to make it back to Miami on Saturday and I was once again met with a representative that was not helpful at all. ,,Solo Leisure,Economy Class,Geneva to Miami via Madrid,March 2023,1.0,1.0,4.0,5.0,1.0,4.0,1,no,False,Geneva,Miami,Madrid
37,F James,United States,2023-03-03,3,"Buying this as a codeshare from American was the first of many mistakes. Premium Economy on American allows you to pick a seat but as a codeshare, Iberia prevents seat selection, except for a price, not disclosed when buying on American. American tried their best to help but to no avail. Even OneWorld HQ in London could get no response from Iberia. I was told repeatedly by Iberia just to go to the airport on the day of the flight. On the flight, I was offered a dinner choice of beef or pasta, my beef was the toughest I have tried cutting. The crew seemed happy among themselves but otherwise dispirited. A sad change from the days when one boarded an Iberia flight and felt that one was instantly transported to Spain. Despite the non-stop convenience from Boston to Madrid, I would rather take another airline and have a better experience for the money. ",A330-300,Solo Leisure,Premium Economy,Boston to Madrid,February 2023,2.0,2.0,1.0,,2.0,,1,no,True,Boston,Madrid,
38,F James,United States,2023-03-03,3,"Hoping for better on the return leg of this roundtrip, I was sorely disappointed. The boarding process was chaotic - everyone lined up in the jetway and then delayed as wheelchairs were wheeled slowly past us. My outbound experience with being unable to reserve a seat (the American codeshare should have entitled me to American premium economy options which Iberia ignores and wants to charge for) was repeated. Fortunately I arrived at the airport so early that I was given an aisle. As I had waited for boarding, I heard from several other travelers who had booked directly on Iberia in coach and premium economy with the same seat selection complaints and even worse: they had been assigned seats well before but were changed at the airport for no reason, even having paid the assignment fee. The food from Madrid was just as bad as from Boston. My choices were beef and pasta. I was seated in the second row of premium economy and there was only pasta after the first row of 7 people had made selections. The pasta contained some pasta and a wilted indeterminate vegetable with sauce, lots of sauce. The end-of-flight snack was equally poor - a soft roll with pressed white something in it, probably turkey but certainly not Serrano or Iberico ham. What I can say is that the flight arrived ahead of schedule, non-stop, and I was thrilled to be back home. Next time no codeshare and no Iberia.",A330-300,Solo Leisure,Premium Economy,Madrid to Boston,February 2023,2.0,2.0,1.0,,1.0,,1,no,True,Madrid,Boston,
