,authors,countries,date,rating,reviews,aircraft,traveller type,seat type,route,date flown,seat comfort,cabin staff service,food & beverages,inflight entertainment,ground service,wifi,value for money,recommended,verified,start airport,end airport,transfer airport,sentiment analysis,sentiment analysis scores,lemmatized reviews
14,D Raines,United States,2023-07-26,2,"The de boarding experience for this flight was unforgivable. Everything leading to that point was as expected: nether good or bad, just the usual international flight and average entertainment. However, the flight was on time, even a little early and I was convinced that I’ll catch my next flight which was scheduled for 2 hours later.  The ground crew could not attach the gate to the door and it kept passengers on the plane for over an hour, enough to cause many passengers, including me to miss their next flights. The stunning part was the passive attitude of the flight crew which did nothing to communicate the situation, and when they finally did it was only in Spanish. No offer for support whatsoever, and a wait and see attitude. The usual follow up after the flight with an email to request feedback also missing. An incredible demonstration of incompetence from the flight and ground crews, which could not de board passengers for over an hour.",,Solo Leisure,Economy Class,Madrid to Chicago,July 2023,3.0,4.0,4.0,3.0,1.0,2.0,2,no,True,Madrid,Chicago,,Neutral,0.3262,  de board experience unforgivable everything lead point expect nether good bad usual international average entertainment however time little early convince catch next scheduled 2 hour later grind crew attach gate door keep passenger hour enough cause many passenger include miss next flight stun part passive attitude crew nothing communicate situation finally spanish offer support whatsoever wait see attitude usual follow email request feedback miss incredible demonstration incompetence ground crew de board passenger hour
15,T Worrall,Hong Kong,2023-07-21,1,"In three days they lost three bags and wasted days of our trip. They lost my wife’s bag on the way to San Sebastián and both her and my bag on the way to Rome. The staff could not care less and in Rome the queue for missing bags was about 70m long. All correspondence was in Spanish which I don’t know and my names suggest that! Onboard rubbish service. The crew rush you to buy expensive food and drinks before rushing to the back of the place to enjoy 3 course meals themselves. This airline is seriously mucked up. Crew first, passengers perhaps later. My advice, take the bus. Truly awful. Never, ever again. And as I write my bags are missing and I’ve had to buy clothes and toiletries. Iberia you are special...I add a photo of the queue for lost baggage in the early stages. A great way to enjoy a trip. Never again.",,Couple Leisure,Economy Class,San Sebastián to Rome,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,True,San Sebastián,Rome,,Positive,0.5809,  three day lose three bag waste day trip lose wife bag way san sebastián bag way rome staff care less rome queue miss bag 70m long correspondence spanish know names suggest onboard rubbish service crew rush buy expensive food drink rush back place enjoy 3 course meal seriously muck crew first passenger perhaps later advice take bus truly awful never ever write bag miss buy clothes toiletry iberia special add photo queue lose baggage early stage great way enjoy trip never
16,P Halera,United States,2023-07-12,1,"We booked a flight from Madrid to Los Angeles with American Airlines, from MAD to London Heathrow with IB, and from there a flight to LAX with AA. We only had 90 minutes to catch the connecting flight, so when our IB flight was delayed for over 2 hours, we knew that we weren't going to make our connecting flight. I spoke with an IB employee while we were still in Madrid, and asked them if we should still fly to LHR since we're missing the connecting flight (or at the very least, start making accommodations for an alternate connecting flight). The IB employee said that there's nothing they can do at MAD, so we should take the flight to LHR and that they would figure it out once we arrive to London. We arrive at London 3 hours late (2 hrs from the delay at MAD, and another hour at the gate at LHR because the door was jammed and they couldn't get it open). Once we finally got out, there were no IB employees at LHR (they leave at 8pm), so we went to AA's customer service. Well, AA can't help us because it's IB who was delayed. Only problem is that all IB employees are gone for the night (they won't return until 6am), and their 24-hour customer service is trash. The IB customer service reps that I spoke with said that since I bought the tickets from AA, that it's AA and not IB who have to book me a new flight home. After 4 different phone calls totalling 90+ minutes on the phone, IB was able to book us a flight to Paris, and from Paris take a 13-hour flight to LAX.  Also, not once did they mention that we can get a hotel for the night and that they would have to reimburse us. However, we know our rights as airline passengers, and when I mentioned this, the IB reps were vague as to how I can get reimbursed, or what my allowance was. ",,Couple Leisure,Economy Class,Madrid to London,July 2023,3.0,1.0,1.0,3.0,1.0,2.0,1,no,True,Madrid,London,,Negative,-0.8681,  book madrid los angeles american airline mad london heathrow ib lax aa 90 minute catch connect ib delay 2 hour know go make connect speak ib employee still madrid ask still fly lhr since miss connect least start make accommodation alternate connect ib employee say nothing mad take lhr figure arrive london arrive london 3 hour late 2 hrs delay mad another hour gate lhr door jam get open finally get ib employee lhr leave 8pm go aa customer service well aa ca help us ib delay problem ib employee go night wo return 6am customer service trash ib customer service rep speak say since buy ticket aa aa ib book new home 4 different phone call total minute phone ib able book us paris paris take lax mention get hotel night reimburse us however know right passenger mention ib rep vague get reimburse allowance
17,G Fargiz,United States,2023-07-09,3,"Flight was on time, the service was OK, not the best. Food was below average. Checking in online was frustrating. My return flight was operated by level, but it was not very clear. We had food available on our flight to Madrid. However, on the way back on Level, we had no meal and only water, no other drinks. There was food and drink, available for purchase, but expensive. The the check in process at the airport for Level was terrible.  I was upset that the return leg was on this budget airline. ",,Family Leisure,Economy Class,Los Angeles to Madrid,June 2023,3.0,3.0,1.0,3.0,2.0,,2,no,True,Los Angeles,Madrid,,Neutral,0.0772,  time service ok best food average check online frustrate return operate level clear food available madrid however way back level meal water drink food drink available purchase expensive check process airport level terrible upset return leg budget
18,Miguel Perez,Mexico,2023-07-07,1,"Without a doubt, this has been the worst flight experience I have ever had. On April 5th, my wife and I traveled from Mexico City to Madrid (Flight IB 6402). Upon arriving at Barajas Airport, we proceeded to the baggage claim area, and after waiting for approximately an hour and a half, we went to the Iberia counter to file a complaint. The airline provided us with a receipt that had no logo or much information that could identify them. It should be noted that none of the passengers on this flight received their luggage, so the airline should easily identify what happened. The luggage was finally delivered on the eve of our departure to Rome, which means that we spent our entire stay in Madrid without our luggage. Upon my return to Mexico City, I initiated the process of filing a complaint regarding the inconveniences caused by this airline, and initially, Iberia showed a willingness to provide a refund. They requested my bank account information and copies of the expenses incurred. However, after I sent them all the required information, they stopped responding to my emails, and my calls went unanswered. ",,Couple Leisure,Economy Class,Mexico City to Madrid,May 2023,1.0,2.0,2.0,,2.0,,1,no,True,Mexico City,Madrid,,Negative,-0.7176,  without doubt bad experience ever april 5th wife travel mexico city madrid ib 6402 upon arrive barajas airport proceed baggage claim area wait approximately hour half go iberia counter file complaint provide us receipt logo much information identify note none passenger receive luggage easily identify happen luggage finally deliver eve departure rome mean spent entire stay madrid without luggage upon return mexico city initiate process file complaint regard inconvenience cause initially iberia show willingness provide refund request bank account information copy expense incur however send require information stop respond email call go unanswered
19,B Kemp,United States,2023-06-20,1,"My wife and I had spent 8 months planning a trip for our family of five. We had flight confirmation for all of us with American Airlines and were flying out of Boston to Barcelona with Iberia which was part of the booking. When we arrived in Boston for our flights to Barcelona, we were told by the Iberia agent that four of our family members had boarding passes but one of our daughters did not have a confirmed pass. I showed the agent the emails I had received stating that all members of our family had been confirmed for the flight with American Airlines (through Iberia). We had flown to Boston from Indianapolis so I was able to show the Iberia agent our luggage tags for all five of our family members showing that we had confirmed flights for everyone from Indy to Barcelona with a layover in Boston. The agent searched and again said that she didn't have any record of our daughter being confirmed for the flight to Barcelona and was told that we needed to go to the American Airlines counter to discuss. We had already spent about 45 minutes with the Iberia agent at this point. The check-in counter for American was 1 mile from the Iberia counter and there were no shuttles available at that time to take us to the other terminal. All five family members ran from Iberia to AA (15 minutes) only to find out that there were no agents at the AA counter. It was now about 1.5 hours before our flight was to leave. So we ran back to the Iberia counter and told them there was nobody at the AA counter. I asked them to look again to see why they weren't seeing my daughter's boarding pass and how would it be possible for us to have all of our luggage for all five passengers from Indy to Barcelona approved on the initial check-in if we all did not have boarding passes. I asked if they could check to see if there was room on the flight to add my daughter because at that point I was desperate to get her on the flight and was willing to pay the money to make that happen. The agent said that ""Yes, there is room on the flight"" but that we need to book the flight with American. At this point, we had spent an additional 30 minutes arguing with them and it was getting close to the time that they were shutting the doors for the flight. Another Iberia agent was calling American for us and we were told that there was now someone waiting for us at American Airlines counter at the other terminal. We ran back again to the American Airlines counter and talked with an agent who, within three minutes, pulled up the information showing - Here is my flight information with all five family members showing each was ""ticketed"" and confirmed for all of the flights. ",,Family Leisure,Economy Class,Indianapolis to Barcelona,June 2023,1.0,1.0,,,1.0,,1,no,True,Indianapolis,Barcelona,,Negative,-0.3818,  wife spend 8 month plan trip family five confirmation us american airline fly boston barcelona iberia part book arrived boston flight barcelona iberia agent four family member board pass one daughter confirm pas show agent email receive state member family confirm american airline iberia fly boston indianapolis able show iberia agent luggage tag five family member show confirmed flight everyone indy barcelona layover boston agent search say record daughter confirm barcelona need go american airline counter discuss already spend 45 minute iberia agent point counter american 1 mile iberia counter shuttle available time take us terminal five family member run iberia aa 15 minute find agent aa counter hour leave run back iberia counter nobody aa counter ask look see see daughter board pas possible us luggage five passenger indy barcelona approve initial boarding pass ask check see room add daughter point desperate get willing pay money make happen agent say yes room need book american point spend additional 30 minute argue get close time shut door another iberia agent call american us someone wait us american airline counter terminal run back american airline counter talk agent within three minute pull information show information five family member show ticket confirmed flight
20,S Lewis,United States,2023-06-19,1,"Denied Boarding at Check-in counter. Reason given, the return flight was beyond 90-day stay limit. It didn't matter that I had a flexible schedule and was planning on booking a return flight when my plans were finalized during the trip. This has been my practice over the past 7 years. In this instance, a trainee informed me I couldn't board. When I asked the supervisor why Iberia sold me a ticket she would not honor, she repeated herself several times citing the 90-day rule and exasperated that I questioned her authority, took our boarding passes and with a flourish, hands high over her head, tore them to pieces proclaiming loudly that ""You are not flying today!"" When I asked to talk to her supervisor, she climbed on the baggage scale, so she could look down on me and with arms held high, triumphantly shouted, ""I AM THE BOSS!"" My wife was traveling with me but had a different return date within the 90-day window. I got out my phone to document the incident with a video recording. That spooked her and she went back to her seat and said she didn't remember her name, etc.. Filing complaints with Iberia, Massport, FAA, Congress.",,Couple Leisure,Economy Class,Boston to Alicante via Madrid,June 2023,1.0,1.0,,,1.0,,1,no,True,Boston,Alicante,Madrid,Positive,0.7906,  deny boarding counter reason give return beyond stay limit matter flexible schedule plan book return plan finalize trip practice past 7 year instance trainee inform board ask supervisor iberia sell ticket honor repeat several time cite rule exasperate questioned authority take board pass flourish hand high head tore piece proclaim loudly fly today ask talk supervisor climb baggage scale look arm hold high triumphantly shout boss wife travel different return date within window get phone document incident video record spook go back seat say remember name etc filing complaint iberia massport faa congress
21,D Hanes,United States,2023-06-16,1,"Issues started with online check-in. The website had an error and I was unable to check in. I show up at the counter and they tell me I’m on standby, because they overbooked the flight by 20 people, and apparently seats are first come first serve even for a confirmed ticket. Agents tried to rebook, but the next available flight was 2 days away, which was after the event that I was traveling for. To top it off, I have to call for a refund, they won’t automatically refund unless you request it. ",,Solo Leisure,Economy Class,San Francisco to Amsterdam via Barcelona,June 2023,,,,,2.0,,1,no,True,San Francisco,Amsterdam,Barcelona,Negative,-0.2263,  issue start online website error unable check show counter tell standby overbooked 20 people apparently seat first come first serve confirm ticket agent try rebook next available 2 day away event travel top call refund automatically refund unless request
22,S Laursen,Denmark,2023-06-09,1,"One of the worst experiences I've had with an airline. The flight was overbooked by 20-30 people but Iberia choose not to fill up business class, and people were bumped involuntarily. Customer service was at the other end of the airport, and no extra staff was called. Waited in line for 1.5-2 hours, ensuring that nobody could make alternative flights. CS agent was extremely dismissive and couldn't be bothered to explain anything, including that some of us couldn't get EU compensation in the airport. Stood in line for about 5.5 hours, waiting for luggage, vouchers that didn't work, shuttle that didn't come, call center who hung up on me etc. The hotel Iberia took us to was 2 stars, in the middle of nowhere. Exciting to see how long it'll take to get compensation. I'll never fly Iberia again.",,Family Leisure,Economy Class,Madrid to Copenhagen,June 2023,2.0,3.0,,,1.0,,1,no,True,Madrid,Copenhagen,,Negative,-0.7296,  one bad experience overbooked people iberia choose fill business class people bump involuntarily customer service end airport extra staff call wait line hour ensure nobody make alternative flight cs agent extremely dismissive bother explain anything include us get eu compensation airport stand line hour wait luggage voucher work shuttle come call center hung etc hotel iberia take us 2 star middle nowhere excite see long take get compensation never fly iberia
24,H Cooper,United States,2023-05-15,1,"From start to finish, I have had a terrible experience with Iberia. Last month, when making a booking I was unable to use Iberia's website because it was not working and made a reservation with an agent over the phone. The agent assured me that everything was confirmed and that I was good to go. I asked him at least 3 times before ending the call if there was anything else that I needed and he assured me that the email I had received with my booking number was sufficient. Fast forward to the day before my flight (today). I went to check-in and I was unable to do so online. I thought this was strange so called the airline directly and was told that my credit card information must not have gone through. I am currently still on the phone with a second customer service agent (the first one hung up on me and refused to listen or support me). This has now been going on for over 12 hours and I have been hung up on, I have been told to call different numbers; all 8 agents I’ve spoken with have been incompetent. I even went to the airport in person and they don’t open until 4pm when the primary Spain office is closed. There is absolutely no customer service here, potentially not even real people. Do yourself a favor and pay a little extra to fly with a competent airline that knows how to properly book flights for their customers and provide correct information.",,Solo Leisure,Economy Class,Bogota to Madrid,May 2023,1.0,,,,1.0,,1,no,True,Bogota,Madrid,,Positive,0.7806,  start finish terrible experience iberia last month make book unable use iberia website work make reservation agent phone agent assure everything confirm good go ask least 3 time end call anything else need assured email receive booking number sufficient fast forward day today go unable online think strange call directly credit card information must go currently still phone second customer service agent first one hung refuse listen support go 12 hour hang call different number 8 agent spoken incompetent go airport person open 4pm primary spain office close absolutely customer service potentially real people favor pay little extra fly competent know properly book flight customer provide correct information
25,Nuno Luz,Portugal,2023-05-13,10,"The flight was 33 minutes late but arrived only 5 minutes late that was a good surprise for such a late flight. The boarding was speedy, the crew was very nice and the plane was new so in all a very good value for money.",A320,Business,Economy Class,Madrid to Lisbon,May 2023,5.0,5.0,,,5.0,,5,yes,True,Madrid,Lisbon,,Positive,0.9022,  33 minute late arrive 5 minute late good surprise late board speedy crew nice new good value money
26,Paul Zuccarelli,Portugal,2023-05-10,8,"Overall a satisfying flight. Departed late but recovered for on time arrival. All ground services efficient, crew was nice and professional. The aircraft interior is modern and clean. No Inflight Entertainment, but for a short flight it makes no difference.",A320,Business,Economy Class,Lisbon to Madrid,April 2023,4.0,4.0,3.0,,4.0,,4,yes,True,Lisbon,Madrid,,Positive,0.9201,  overall satisfying depart late recovered time arrival ground service efficient crew nice professional interior modern clean inflight entertainment short make difference
27,Martin Hong,United States,2023-05-06,1,"I had booked flights under different companies, the one that traveled from Erie to Boston was American Airlines, and the one that travels from Boston to Venice was under Iberia. The airline that arrived in Boston was a bit delayed so I rushed over to check in for the trip.  The attendants at the podium for boarding asked for completely useless information while withholding boarding passes. They asked for the return trip of when I return to the United States and the names under the booking which I provided fully. I attempted to show the record locator multiple times to which I was shut down and ignored. Eventually after 30 minutes of bickering, after I provided all information required of me and explained how I had multiple layovers, they told me that the flight was completely booked and that the seats were full. I had purchased the ticket in February for a seat, there was absolutely no way that the flight was full. I was denied boarding passes and ultimately entry to the flight. ",,Family Leisure,Economy Class,Boston to Venice via Barcelona / Madrid,May 2023,,,,,1.0,,1,no,True,Boston,Venice,Barcelona / Madrid,Negative,-0.7755,  booked flight different company one travel erie boston american airline one travel boston venice iberia arrive boston bit delay rush check trip attendant podium boarding ask completely useless information withhold boarding pass ask return trip return united state names book provide fully attempt show record locator multiple time shut ignore eventually 30 minute bicker provide information require explain multiple layover completely book seat full purchase ticket february seat absolutely way full deny board pass ultimately entry
28,B Andrews,United States,2023-05-04,3,"I booked a business class ticket with Iberia for a holiday trip to my home country. At first, I was overjoyed to find such a good deal. However, my joy quickly turned to frustration when I discovered that I had been double charged for the same flight. I contacted Iberia, and they claimed it was a mistake from their end. Despite this, fixing the issue proved to be a daunting task. Every time I called them, I received different responses, and the problem persisted. Eventually, I contacted my bank to dispute the transaction, and only then did Iberia respond. They canceled both of my tickets, even though the mistake was theirs. They claimed both charges were legitimate, despite providing proof that the tickets were suspended. After making numerous phone calls to Iberia, I was told that the flight might be canceled. However, if I did not ask, I would not have received a refund. I was also informed that the two tickets were valid and non-refundable, which was not the case. It is unacceptable for a large airline like Iberia to charge a customer for two non-existent tickets. To make matters worse, I am still waiting for a resolution to my problem. It has been a never-ending cycle of claims, phone calls, and false promises. I was originally supposed to receive an email about my claim, but after a week and four phone calls, I was informed that Iberia does not send emails about claims. ",,Couple Leisure,Business Class,Minneapolis to Madrid,February 2023,2.0,2.0,,,1.0,,1,no,True,Minneapolis,Madrid,,Negative,-0.91,  book business class ticket iberia holiday trip home country first overjoy find good deal however joy quickly turn frustration discover double charge contact iberia claim mistake end despite fix issue prove daunt task every time call receive different response problem persist eventually contacted bank dispute transaction iberia respond cancel ticket though mistake claim charge legitimate despite provide proof ticket suspend make numerous phone call iberia might cancel however ask receive refund inform two ticket valid case unacceptable large like iberia charge customer two ticket make matter bad still wait resolution problem cycle claim phone call false promise originally suppose receive email claim week four phone call inform iberia send email claim
29,Desislava Deneva,United Kingdom,2023-04-30,3,"The state of the aircraft being dirty is unacceptable and reflects poorly on maintenance and hygiene standards. The cramped seats made it uncomfortable to move or eat without squeezing yourself, which is not ideal for a long-haul flight. The quality of the food served to me on the flight was disappointing, with the breakfast roll being inedible, and a lack of choice of juices was also inconvenient. The fact that only red wine and beer were available as beverages is surprising, and not having any other options is a major letdown.",A330-200,Solo Leisure,Economy Class,Havana to London via Madrid,April 2023,1.0,3.0,1.0,3.0,3.0,,1,no,True,Havana,London,Madrid,Negative,-0.9507,  state dirty unacceptable reflect poorly maintenance hygiene standard cramp seat make uncomfortable move eat without squeeze ideal quality food serve disappointing breakfast roll inedible lack choice juice inconvenient fact red wine beer available beverage surprise option major letdown
31,Daryl Ward,Germany,2023-04-25,2,This has to be the most uncomfortable travel experience. No free catering and a seat pitch that resulted in me being unable to sit without hitting the seat in front. Not possible to pick a seat without payment. ,A319,Business,Economy Class,Madrid to Munich,April 2023,1.0,2.0,,,3.0,,2,no,True,Madrid,Munich,,Neutral,0.1779,  uncomfortable travel experience free catering seat pitch result unable sit without hit seat front possible pick seat without payment
